dataset_id,split,replicate,complexity_condition,mapping_seed,mapping_slot,template_tier,template_original_candidate_index,template_foreground_mean,matched_pair_id,synthetic_truth_candidate_index,synthetic_truth_candidate_id,synthetic_truth_lipid_name
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,118,WEAK_EXTRA,331,0.0006150128669024416,88,309,PG-H__0088,PG 16:1_22:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,119,WEAK_EXTRA,336,0.00014707252780820287,40,69,PA-H__0274,PA 22:1_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,120,WEAK_EXTRA,346,0.00047548410963250525,110,206,PE-H__0492,PE 17:1_22:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,121,WEAK_EXTRA,348,0.0003787058110304037,158,149,PE-H__0143,PE 18:1_22:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,122,WEAK_EXTRA,352,0.0002820332506612909,78,286,PG-H__0059,PG 18:1_18:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,123,WEAK_EXTRA,361,0.00016665021246367798,2,91,PS-H__0060,PS 16:0_18:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,124,WEAK_EXTRA,371,0.0008943196437131804,95,225,PEO-H__0122,PE O-18:0_20:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,125,WEAK_EXTRA,376,0.00010222836766585937,161,276,PEO-H__0321,PE O-20:3_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,126,WEAK_EXTRA,379,0.00022025515788821187,175,174,PE-H__0219,PE 20:1_20:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,127,WEAK_EXTRA,383,0.0007008890517956318,102,310,PG-H__0089,PG 18:1_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,128,WEAK_EXTRA,390,0.00019123220818741032,10,88,PS-H__0046,PS 14:0_22:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,0,BASE,47,0.0012204861544833515,142,331,PG-H__0462,PG 17:0_20:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,1,BASE,84,0.004943039691070102,32,102,PS-H__0089,PS 16:1_20:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,2,BASE,85,0.007469897935364135,162,255,PEO-H__0186,PE O-18:2_22:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,3,BASE,86,0.0035910531830547748,91,219,PEO-H__0104,PE O-16:1_22:5
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,4,BASE,90,0.018849844165172713,174,321,PG-H__0102,PG 18:0_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,5,BASE,94,0.003465598543634408,183,129,PE-H__0097,PE 16:1_22:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,6,BASE,101,0.003767493836187643,42,107,PS-H__0109,PS 18:0_18:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,7,BASE,106,0.07104063590718107,8,220,PEO-H__0106,PE O-16:1_24:0
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,8,BASE,107,0.004019268843843552,108,300,PG-H__0076,PG 20:0_16:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,9,BASE,109,0.07337007264323502,11,115,PS-H__0477,PS 18:0_17:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,10,BASE,119,0.02052518620541731,97,290,PG-H__0064,PG 16:1_20:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,11,BASE,121,0.056662870395508505,82,327,PG-H__0457,PG 17:0_18:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,12,BASE,133,0.002910685452931968,148,128,PE-H__0096,PE 16:1_22:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,13,BASE,136,0.10008111490599345,160,303,PG-H__0080,PG 16:0_20:0
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,14,BASE,137,0.0011026387225491967,60,76,PA-H__0344,PA 22:3_22:6
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,15,BASE,139,0.0224243672740242,38,258,PEO-H__0189,PE O-18:2_22:6
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,16,BASE,141,0.2430186358557401,140,283,PG-H__0056,PG 14:0_22:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,17,BASE,143,0.004431943002525114,80,185,PE-H__0272,PE 20:4_20:5
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,18,BASE,145,0.003302428208099872,31,1,PA-H__0076,PA 16:0_24:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,19,BASE,146,0.02906358388086082,135,288,PG-H__0062,PG 14:0_22:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,20,BASE,152,0.042849456658358986,152,62,PA-H__0246,PA 20:2_22:6
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,21,BASE,154,0.001110697252484861,21,385,PC+Cl__0797,PC 18:0_16:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,22,BASE,164,0.00235098424323507,52,141,PE-H__0123,PE 18:0_22:6
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,23,BASE,166,0.0022194340215394427,48,159,PE-H__0163,PE 22:1_18:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,24,BASE,171,0.014489468912776554,84,67,PA-H__0263,PA 20:3_22:6
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,25,BASE,175,0.02055197359367885,1,362,PCO+CH3COO__0453,PC O-16:0_17:0
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,26,BASE,179,0.0030435813548569195,180,157,PE-H__0160,PE 18:2_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,27,BASE,182,0.012733364138250759,67,79,PA-H__0362,PA 22:5_22:5
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,28,BASE,197,0.0011542058237190786,167,319,PG-H__0100,PG 16:0_22:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,29,BASE,211,0.0017796236226615485,18,376,PC+Cl__0793,PC 18:0_14:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,30,BASE,212,0.004328126221311399,114,332,PG-H__0463,PG 17:0_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,31,BASE,215,0.0015122085889088548,35,390,PC+Cl__0706,PC 17:1_17:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,32,BASE,216,0.0011527609331009674,55,38,PA-H__0200,PA 20:0_20:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,33,BASE,218,0.006355509415755673,77,96,PS-H__0066,PS 16:0_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,34,BASE,220,0.0011994730470494266,150,119,PE-H__0072,PE 16:0_22:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,35,BASE,224,0.0012682269332131278,98,27,PA-H__0163,PA 22:1_18:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,36,BASE,227,0.0030493404632940427,94,50,PA-H__0220,PA 20:1_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,37,BASE,228,0.008688431049173717,90,279,PG-H__0051,PG 14:0_22:5
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,38,BASE,229,0.0030317644321426504,121,8,PA-H__0120,PA 18:0_22:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,39,BASE,235,0.0016766063349577076,155,15,PA-H__0130,PA 18:0_24:6
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,40,BASE,236,0.01143571348543155,50,61,PA-H__0244,PA 20:2_22:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,41,BASE,237,0.0036867645692421785,138,24,PA-H__0152,PA 18:1_24:5
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,42,BASE,239,0.0616082453322032,87,136,PE-H__0115,PE 18:0_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,43,BASE,244,0.014933578264642325,131,137,PE-H__0116,PE 18:0_20:5
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,44,BASE,246,0.08362738739149775,177,289,PG-H__0063,PG 16:0_20:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,45,BASE,248,0.0020214254411057542,157,199,PE-H__0482,PE 17:1_20:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,46,BASE,256,0.004230347797652717,145,322,PG-H__0103,PG 18:1_20:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,47,BASE,258,0.03957136601458654,172,167,PE-H__0181,PE 18:3_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,48,BASE,266,0.001070504924346424,101,192,PE-H__0466,PE 17:0_22:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,49,BASE,267,0.004121898148795869,4,328,PG-H__0459,PG 17:0_20:0
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,50,BASE,271,0.03507887626589133,28,372,PC+Cl__0178,PC 14:0_20:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,51,BASE,277,0.0029034017160741643,62,105,PS-H__0107,PS 18:0_18:0
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,52,BASE,283,0.0015217893129586188,74,267,PEO-H__0237,PE O-20:0_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,53,BASE,284,0.006965233251819613,24,111,PS-H__0133,PS 18:1_18:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,54,BASE,285,0.0024990073350468845,45,341,PG-H__0485,PG 17:1_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,55,BASE,293,0.0013766143633431771,118,291,PG-H__0065,PG 18:0_18:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,56,BASE,295,0.01088759997649656,111,122,PE-H__0079,PE 16:0_24:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,57,BASE,298,0.027349346025652994,170,275,PEO-H__0320,PE O-20:3_20:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,58,BASE,299,0.002688533754090185,70,224,PEO-H__0112,PE O-16:1_24:6
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,59,BASE,302,0.0077394994338569065,165,182,PE-H__0255,PE 20:3_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,60,BASE,308,0.004921008444491788,0,352,PCO+HCOO__0085,PC O-16:1_18:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,61,BASE,313,0.004930928360130924,124,269,PEO-H__0263,PE O-20:1_20:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,62,BASE,319,0.01505433904952393,7,365,PCO+CH3COO__0476,PC O-16:1_17:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,63,BASE,321,0.0027067653831285873,128,238,PEO-H__0152,PE O-18:1_20:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,64,BASE,323,0.0021282280458019428,125,323,PG-H__0104,PG 18:2_20:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,65,BASE,329,0.004877012592005975,25,100,PS-H__0087,PS 20:0_16:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,66,BASE,338,0.0025246432852639067,65,338,PG-H__0482,PG 17:1_20:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,67,BASE,339,0.001027884660910343,14,106,PS-H__0108,PS 18:0_18:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,68,BASE,349,0.005480474190915677,15,85,PS-H__0043,PS 14:0_22:1
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,69,BASE,355,0.013064874170262345,132,257,PEO-H__0188,PE O-18:2_22:5
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,70,BASE,375,0.0014836530613080638,104,154,PE-H__0157,PE 20:1_18:2
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,71,BASE,378,0.0010918874494828912,107,179,PE-H__0238,PE 20:2_20:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,72,BASE,381,0.0029140906919341543,115,20,PA-H__0144,PA 18:1_22:4
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,73,BASE,382,0.04736858283734614,72,43,PA-H__0206,PA 20:0_22:3
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,74,BASE,385,0.0010720296356095517,41,213,PEO-H__0077,PE O-16:0_22:6
HOLD_R1_BASE76,HOLD,R1,BASE76,5401,75,BASE,389,0.0010813103441311062,57,207,PE-H__0493,PE 17:1_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,0,BASE,47,0.0012204861544833515,142,331,PG-H__0462,PG 17:0_20:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,1,BASE,84,0.004943039691070102,32,102,PS-H__0089,PS 16:1_20:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,2,BASE,85,0.007469897935364135,162,255,PEO-H__0186,PE O-18:2_22:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,3,BASE,86,0.0035910531830547748,91,219,PEO-H__0104,PE O-16:1_22:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,4,BASE,90,0.018849844165172713,174,321,PG-H__0102,PG 18:0_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,5,BASE,94,0.003465598543634408,183,129,PE-H__0097,PE 16:1_22:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,6,BASE,101,0.003767493836187643,42,107,PS-H__0109,PS 18:0_18:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,7,BASE,106,0.07104063590718107,8,220,PEO-H__0106,PE O-16:1_24:0
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,8,BASE,107,0.004019268843843552,108,300,PG-H__0076,PG 20:0_16:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,9,BASE,109,0.07337007264323502,11,115,PS-H__0477,PS 18:0_17:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,10,BASE,119,0.02052518620541731,97,290,PG-H__0064,PG 16:1_20:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,11,BASE,121,0.056662870395508505,82,327,PG-H__0457,PG 17:0_18:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,12,BASE,133,0.002910685452931968,148,128,PE-H__0096,PE 16:1_22:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,13,BASE,136,0.10008111490599345,160,303,PG-H__0080,PG 16:0_20:0
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,14,BASE,137,0.0011026387225491967,60,76,PA-H__0344,PA 22:3_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,15,BASE,139,0.0224243672740242,38,258,PEO-H__0189,PE O-18:2_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,16,BASE,141,0.2430186358557401,140,283,PG-H__0056,PG 14:0_22:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,17,BASE,143,0.004431943002525114,80,185,PE-H__0272,PE 20:4_20:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,18,BASE,145,0.003302428208099872,31,1,PA-H__0076,PA 16:0_24:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,19,BASE,146,0.02906358388086082,135,288,PG-H__0062,PG 14:0_22:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,20,BASE,152,0.042849456658358986,152,62,PA-H__0246,PA 20:2_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,21,BASE,154,0.001110697252484861,21,385,PC+Cl__0797,PC 18:0_16:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,22,BASE,164,0.00235098424323507,52,141,PE-H__0123,PE 18:0_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,23,BASE,166,0.0022194340215394427,48,159,PE-H__0163,PE 22:1_18:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,24,BASE,171,0.014489468912776554,84,67,PA-H__0263,PA 20:3_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,25,BASE,175,0.02055197359367885,1,362,PCO+CH3COO__0453,PC O-16:0_17:0
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,26,BASE,179,0.0030435813548569195,180,157,PE-H__0160,PE 18:2_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,27,BASE,182,0.012733364138250759,67,79,PA-H__0362,PA 22:5_22:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,28,BASE,197,0.0011542058237190786,167,319,PG-H__0100,PG 16:0_22:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,29,BASE,211,0.0017796236226615485,18,376,PC+Cl__0793,PC 18:0_14:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,30,BASE,212,0.004328126221311399,114,332,PG-H__0463,PG 17:0_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,31,BASE,215,0.0015122085889088548,35,390,PC+Cl__0706,PC 17:1_17:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,32,BASE,216,0.0011527609331009674,55,38,PA-H__0200,PA 20:0_20:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,33,BASE,218,0.006355509415755673,77,96,PS-H__0066,PS 16:0_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,34,BASE,220,0.0011994730470494266,150,119,PE-H__0072,PE 16:0_22:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,35,BASE,224,0.0012682269332131278,98,27,PA-H__0163,PA 22:1_18:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,36,BASE,227,0.0030493404632940427,94,50,PA-H__0220,PA 20:1_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,37,BASE,228,0.008688431049173717,90,279,PG-H__0051,PG 14:0_22:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,38,BASE,229,0.0030317644321426504,121,8,PA-H__0120,PA 18:0_22:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,39,BASE,235,0.0016766063349577076,155,15,PA-H__0130,PA 18:0_24:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,40,BASE,236,0.01143571348543155,50,61,PA-H__0244,PA 20:2_22:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,41,BASE,237,0.0036867645692421785,138,24,PA-H__0152,PA 18:1_24:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,42,BASE,239,0.0616082453322032,87,136,PE-H__0115,PE 18:0_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,43,BASE,244,0.014933578264642325,131,137,PE-H__0116,PE 18:0_20:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,44,BASE,246,0.08362738739149775,177,289,PG-H__0063,PG 16:0_20:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,45,BASE,248,0.0020214254411057542,157,199,PE-H__0482,PE 17:1_20:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,46,BASE,256,0.004230347797652717,145,322,PG-H__0103,PG 18:1_20:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,47,BASE,258,0.03957136601458654,172,167,PE-H__0181,PE 18:3_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,48,BASE,266,0.001070504924346424,101,192,PE-H__0466,PE 17:0_22:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,49,BASE,267,0.004121898148795869,4,328,PG-H__0459,PG 17:0_20:0
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,50,BASE,271,0.03507887626589133,28,372,PC+Cl__0178,PC 14:0_20:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,51,BASE,277,0.0029034017160741643,62,105,PS-H__0107,PS 18:0_18:0
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,52,BASE,283,0.0015217893129586188,74,267,PEO-H__0237,PE O-20:0_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,53,BASE,284,0.006965233251819613,24,111,PS-H__0133,PS 18:1_18:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,54,BASE,285,0.0024990073350468845,45,341,PG-H__0485,PG 17:1_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,55,BASE,293,0.0013766143633431771,118,291,PG-H__0065,PG 18:0_18:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,56,BASE,295,0.01088759997649656,111,122,PE-H__0079,PE 16:0_24:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,57,BASE,298,0.027349346025652994,170,275,PEO-H__0320,PE O-20:3_20:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,58,BASE,299,0.002688533754090185,70,224,PEO-H__0112,PE O-16:1_24:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,59,BASE,302,0.0077394994338569065,165,182,PE-H__0255,PE 20:3_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,60,BASE,308,0.004921008444491788,0,352,PCO+HCOO__0085,PC O-16:1_18:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,61,BASE,313,0.004930928360130924,124,269,PEO-H__0263,PE O-20:1_20:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,62,BASE,319,0.01505433904952393,7,365,PCO+CH3COO__0476,PC O-16:1_17:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,63,BASE,321,0.0027067653831285873,128,238,PEO-H__0152,PE O-18:1_20:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,64,BASE,323,0.0021282280458019428,125,323,PG-H__0104,PG 18:2_20:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,65,BASE,329,0.004877012592005975,25,100,PS-H__0087,PS 20:0_16:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,66,BASE,338,0.0025246432852639067,65,338,PG-H__0482,PG 17:1_20:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,67,BASE,339,0.001027884660910343,14,106,PS-H__0108,PS 18:0_18:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,68,BASE,349,0.005480474190915677,15,85,PS-H__0043,PS 14:0_22:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,69,BASE,355,0.013064874170262345,132,257,PEO-H__0188,PE O-18:2_22:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,70,BASE,375,0.0014836530613080638,104,154,PE-H__0157,PE 20:1_18:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,71,BASE,378,0.0010918874494828912,107,179,PE-H__0238,PE 20:2_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,72,BASE,381,0.0029140906919341543,115,20,PA-H__0144,PA 18:1_22:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,73,BASE,382,0.04736858283734614,72,43,PA-H__0206,PA 20:0_22:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,74,BASE,385,0.0010720296356095517,41,213,PEO-H__0077,PE O-16:0_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,75,BASE,389,0.0010813103441311062,57,207,PE-H__0493,PE 17:1_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,76,WEAK_EXTRA,28,0.00019298471843409116,5,0,PA-H__0075,PA 16:0_24:0
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,77,WEAK_EXTRA,70,0.0002766531480450124,134,217,PEO-H__0102,PE O-16:1_22:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,78,WEAK_EXTRA,81,0.0005828910463076359,17,108,PS-H__0110,PS 18:0_18:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,79,WEAK_EXTRA,83,0.00012466062742097448,144,189,PE-H__0462,PE 17:0_20:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,80,WEAK_EXTRA,93,0.0009133262048150343,81,158,PE-H__0161,PE 18:2_20:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,81,WEAK_EXTRA,95,0.00020441490999468156,27,260,PEO-H__0211,PE O-18:3_22:0
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,82,WEAK_EXTRA,100,0.00034560978002170936,171,273,PEO-H__0292,PE O-20:2_20:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,83,WEAK_EXTRA,102,0.00010446412278531561,141,168,PE-H__0187,PE 18:3_22:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,84,WEAK_EXTRA,112,0.00020891635591381217,130,253,PEO-H__0427,PE O-22:1_18:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,85,WEAK_EXTRA,144,0.00011461121928420428,168,249,PEO-H__0179,PE O-18:2_20:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,86,WEAK_EXTRA,155,0.000336562545089106,51,378,PC+Cl__0231,PC 14:1_20:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,87,WEAK_EXTRA,159,0.00014888336600465032,75,305,PG-H__0083,PG 16:1_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,88,WEAK_EXTRA,163,0.00016782430882945716,71,165,PE-H__0177,PE 20:0_18:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,89,WEAK_EXTRA,180,0.00024682903434567247,58,30,PA-H__0169,PA 24:0_18:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,90,WEAK_EXTRA,181,0.00011653856938781842,122,118,PE-H__0071,PE 16:0_22:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,91,WEAK_EXTRA,184,0.00047126244045106415,151,13,PA-H__0128,PA 18:0_24:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,92,WEAK_EXTRA,195,0.00010166563682168735,85,32,PA-H__0173,PA 18:2_24:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,93,WEAK_EXTRA,210,0.0003860047944341988,112,266,PEO-H__0236,PE O-20:0_20:3
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,94,WEAK_EXTRA,213,0.0009474994093928155,34,21,PA-H__0147,PA 24:0_18:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,95,WEAK_EXTRA,217,0.0001948762153901351,127,314,PG-H__0095,PG 18:0_20:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,96,WEAK_EXTRA,219,0.00014748128807229237,100,142,PE-H__0134,PE 20:0_18:1
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,97,WEAK_EXTRA,221,0.0008107108044965733,64,18,PA-H__0142,PA 18:1_22:2
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,98,WEAK_EXTRA,222,0.0008874047156349323,44,264,PEO-H__0217,PE O-18:3_22:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,99,WEAK_EXTRA,223,0.0006133827737390984,164,123,PE-H__0080,PE 16:0_24:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,100,WEAK_EXTRA,234,0.000861131244722505,117,25,PA-H__0153,PA 18:1_24:6
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,101,WEAK_EXTRA,245,0.00021440577341842103,105,274,PEO-H__0293,PE O-20:2_20:4
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,102,WEAK_EXTRA,247,0.0003120585453104667,68,33,PA-H__0174,PA 18:2_24:5
HOLD_R1_HIGH129,HOLD,R1,HIGH129,5401,103,WEAK_EXTRA,253,0.0002011803328361874,154,170,PE-H__0200,PE 20:0_20:3
