identity_id,lipid_name,q_full,q_deleted,absolute_necessity_loss,relative_necessity_loss,full_diagnostic_abundance,redistribution_total,top_replacement_identity,top_replacement_gain,top_replacement_fraction,top5_replacement_identities,top5_replacement_gains,unique_top_replacement,top_tie_identities,source_eligible,numerical_edge_tolerance,residual_absorption,delta_residual_absorption,removed_vs_positive_replacement_signal_cosine,removed_signal_projection_fraction,deletion_residual_norm,delta_residual_norm,residual_direction_nonzero,delta_residual_direction_nonzero,diagnostic_scope,absorption_interpretation,eligible_block_count,replacement_rank_stability,unique_top_by_block,eligible_blocks
64,PA 22:1_20:3,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
65,PA 20:3_22:3,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
66,PA 20:3_22:4,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
67,PA 20:3_22:6,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
68,PA 22:0_20:4,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
69,PA 22:1_20:4,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
70,PA 22:2_20:4,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
71,PA 22:3_20:4,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
72,PA 20:4_22:4,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
73,PA 20:4_22:5,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
74,PA 20:4_22:6,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
75,PA 22:1_20:5,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
76,PA 22:3_22:6,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
77,PA 22:4_22:5,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
78,PA 22:4_22:6,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
79,PA 22:5_22:5,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
80,PA 22:5_22:6,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
81,PA 22:6_22:6,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
82,PS 14:0_20:0,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
83,PS 14:0_20:1,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
84,PS 14:0_22:0,0.012247866282484934,0.012296165204081074,4.829892159614012e-05,0.003943455984759284,0.007362203531482737,0.009596230560807559,PG 17:0_20:1,0.0021112527822142006,0.22000855113015563,"[""PG 17:0_20:1"", ""PS 14:0_22:2"", ""PC 14:0_20:1"", ""PE O-18:3_22:0"", ""PE 18:1_20:4""]","[0.0021112527822142006, 0.0016460126835890609, 0.0012373751125435584, 0.0007287225361431687, 0.0003755943671348502]",PG 17:0_20:1,"[""PG 17:0_20:1""]",True,1.5404566511278972e-11,3.715429500336535e-17,1.4898581727536502e-15,0.23446089860811684,0.11664432307305028,0.11088807512118277,0.006949742556104887,True,True,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",64,"{""n"": 2016, ""median"": 0.7904087041214484, ""q25"": 0.7032375355307923, ""q75"": 0.8489884455366302, ""IQR"": 0.14575091000583795, ""minimum"": 0.3969044371070871, ""maximum"": 1.0}","[""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PG 14:0_22:2"", ""PG 14:0_22:4"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 14:0_22:2"", ""PG 14:0_24:4"", ""PG 14:0_24:4"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 14:0_22:2"", ""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 14:0_22:2"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 17:0_20:1"", ""PG 14:0_22:2"", ""PG 17:0_20:1"", ""PG 17:0_20:1""]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]"
85,PS 14:0_22:1,0.012247866282484934,0.012437955126141065,0.00019008884365613078,0.015520159941037831,0.01863988861487247,0.04548250086493493,PS 16:0_20:1,0.008288655589133744,0.18223834290830973,"[""PS 16:0_20:1"", ""PS 14:0_22:2"", ""PG 17:1_20:1"", ""PG 17:0_20:1"", ""PS 14:0_20:1""]","[0.008288655589133744, 0.0059027685646863524, 0.005184799252279772, 0.005020228226383213, 0.003641601108993545]",PS 16:0_20:1,"[""PS 16:0_20:1""]",True,1.5404566511278972e-11,1.6915507367118875e-16,2.5807156419835606e-15,0.5419663229481149,0.5269022777021191,0.11152558059091675,0.013107646277901121,True,True,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",64,"{""n"": 2016, ""median"": 0.7389049583642417, ""q25"": 0.6511421575855816, ""q75"": 0.8183744377470278, ""IQR"": 0.1672322801614462, ""minimum"": 0.24592936832399503, ""maximum"": 0.9999952072757389}","[""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PG 14:0_22:2"", ""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PG 17:1_20:1"", ""PG 17:1_20:1"", ""PG 14:0_22:4"", ""PG 17:1_20:1"", ""PG 17:1_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PG 14:0_22:2"", ""PG 14:0_22:2"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PG 14:0_22:2"", ""PG 14:0_22:2"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PS 16:0_20:1"", ""PG 14:0_22:2"", ""PS 16:0_20:1"", ""PS 16:0_20:1""]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]"
86,PS 14:0_22:2,0.012247866282484934,0.012248328834513609,4.62552028674193e-07,3.7765927384257924e-05,0.001420610582495182,0.002784458389499898,PS 16:1_20:1,0.0012848683873859842,0.46144283993244006,"[""PS 16:1_20:1"", ""PG 16:0_22:4"", ""PS 14:0_22:1"", ""PC 14:0_20:1"", ""PE 16:0_22:6""]","[0.0012848683873859842, 0.00028019682915137595, 0.00019192220846468017, 0.00011755178564868719, 0.0001058660180484651]",PS 16:1_20:1,"[""PS 16:1_20:1""]",True,1.5404566511278972e-11,-1.0384311797245868e-16,-3.0288905376181056e-15,0.7973113578157134,0.8012450889727146,0.1106721682922749,0.0006801117766089765,True,True,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",37,"{""n"": 666, ""median"": 0.6929693961778104, ""q25"": 0.6127888857971044, ""q75"": 0.7912042520914657, ""IQR"": 0.17841536629436128, ""minimum"": 0.40696259104109483, ""maximum"": 0.9999999999999999}","[""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PG 14:0_22:4"", ""PS 16:1_20:1"", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, ""PS 16:1_20:1"", ""PG 14:0_22:2"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", null, null, null, null, null, null, null, ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", null, null, null, null, null, ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PG 14:0_22:2"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1"", ""PS 16:1_20:1""]","[0, 1, 2, 3, 19, 20, 21, 22, 23, 24, 32, 33, 34, 35, 36, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]"
87,PS 14:0_22:3,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
88,PS 14:0_22:4,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
89,PS 16:0_18:0,0.012247866282484934,0.012247866282484934,0.0,0.0,0.0,0.0,,0.0,0.0,[],[],,[],False,1.5404566511278972e-11,,,0.0,0.0,0.11067007853293016,3.775376906463036e-17,True,False,global foreground mean NNLS; not mean pixelwise NNLS,"raw postfit residual direction, constrained by NNLS KKT; not absorbed signal fraction",0,"{""n"": 0, ""median"": null, ""q25"": null, ""q75"": null, ""IQR"": null}","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",[]
