severity,candidate_index,candidate_id,lipid_name,fragment_nonzero_count,protected_fragment_channel,requested_dropout_rate,dropped_fragment_count,dropped_fragment_channels,achieved_dropout_rate,parent_multiplier,fragment_log_sigma,full_cosine_A_target_vs_A_solver,fragment_cosine_A_target_vs_A_solver,parent_cosine_A_target_vs_A_solver,source_column_l2,target_column_l2,latent_provenance,pre_dropout_log_distortion_sha256
MILD,78,PA-H__0354,PA 22:4_22:6,80,179,0.05,4,"[451, 464, 477, 482]",0.05,0.9257981136790098,0.1,0.9972240272811832,0.9976581740482066,0.9999999999999988,0.9999998807907104,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 1687294493882647054, ""fragment_intensity"": 6659746557430361937, ""parent"": 11999673872304754712}, ""u_sha256"": ""c607f43df1123ab76e9697278848e9a46066187a19319e9e4ea0ed2839fd8729"", ""v"": -0.7420188632099021, ""z_sha256"": ""eb0709d59ee6a9936dd34775eff8fca69e9e9c8a33dcf420e8ac11446e432c36""}",ed98eb44c9ffe0c2adee45ee5a62baf1c3446faf22f2d83e6e29158cb40665bc
MODERATE,78,PA-H__0354,PA 22:4_22:6,80,179,0.1,6,"[136, 451, 457, 464, 477, 482]",0.075,0.8515962273580195,0.2,0.9873032639891773,0.9888097190775383,0.9999999999999994,0.9999998807907104,0.9999998807907104,"{""seeds"": {""fragment_dropout"": 1687294493882647054, ""fragment_intensity"": 6659746557430361937, ""parent"": 11999673872304754712}, ""u_sha256"": ""c607f43df1123ab76e9697278848e9a46066187a19319e9e4ea0ed2839fd8729"", ""v"": -0.7420188632099021, ""z_sha256"": ""eb0709d59ee6a9936dd34775eff8fca69e9e9c8a33dcf420e8ac11446e432c36""}",09e37d254f126487530225781003a3b38e656859d6bef1685ae5a2e04a30d613
MILD,79,PA-H__0362,PA 22:5_22:5,46,176,0.05,5,"[3, 4, 136, 177, 456]",0.10869565217391304,0.9136922227154546,0.1,0.9434548204798734,0.9409796638520695,1.0,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 9504967439351798202, ""fragment_intensity"": 4485292708278438830, ""parent"": 5198440760499336147}, ""u_sha256"": ""d75123b33fb319bddfdf45fe08271dd7c82b93331c0cb9c606d026c1da2e5084"", ""v"": -0.8630777728454537, ""z_sha256"": ""e965e83acbe61a9a7d344b3e44e0cdfa462803c76fa495a5d01bf804731af7a8""}",04d01cd1882804693530ffdb4b4075f95924e63383787ca55b67a7ecacac283a
MODERATE,79,PA-H__0362,PA 22:5_22:5,46,176,0.1,7,"[0, 3, 4, 136, 177, 179, 456]",0.15217391304347827,0.8273844454309093,0.2,0.8874651481519354,0.8834099925091342,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 9504967439351798202, ""fragment_intensity"": 4485292708278438830, ""parent"": 5198440760499336147}, ""u_sha256"": ""d75123b33fb319bddfdf45fe08271dd7c82b93331c0cb9c606d026c1da2e5084"", ""v"": -0.8630777728454537, ""z_sha256"": ""e965e83acbe61a9a7d344b3e44e0cdfa462803c76fa495a5d01bf804731af7a8""}",0d9e209bfe33dac428a2bdf20d7c71def1f6ec1bc461c05441b9a7e8b2b471be
MILD,80,PA-H__0363,PA 22:5_22:6,62,176,0.05,3,"[135, 138, 379]",0.04838709677419355,1.0459646097358442,0.1,0.9962990565334021,0.9962696061636548,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 7229160030085017884, ""fragment_intensity"": 10950554140746625037, ""parent"": 4616222687692086868}, ""u_sha256"": ""8257f5d62c271813e6fb4d90fc8f45571ede385ff8e2acc32955b70c5cffc691"", ""v"": 0.45964609735844153, ""z_sha256"": ""24493c0d189ed5b8f86684aff97d037a78ffb89bc8849e9f2c57035e9d3a33c8""}",741c2d888f77ec97ac703dcdf17f3e8407b50625f0b3c4001a4b80a536c106eb
MODERATE,80,PA-H__0363,PA 22:5_22:6,62,176,0.1,6,"[130, 135, 138, 177, 379, 452]",0.0967741935483871,1.0919292194716883,0.2,0.958814688458597,0.9575221148123474,0.9999999999999997,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 7229160030085017884, ""fragment_intensity"": 10950554140746625037, ""parent"": 4616222687692086868}, ""u_sha256"": ""8257f5d62c271813e6fb4d90fc8f45571ede385ff8e2acc32955b70c5cffc691"", ""v"": 0.45964609735844153, ""z_sha256"": ""24493c0d189ed5b8f86684aff97d037a78ffb89bc8849e9f2c57035e9d3a33c8""}",ee4e1ac636dbcf95fcbeb42f57f5f571fe507227170d14c8e5a43310441889f1
MILD,81,PA-H__0371,PA 22:6_22:6,48,174,0.05,3,"[128, 374, 383]",0.0625,1.0415185689649253,0.1,0.9908274683522093,0.990522910404379,1.0,0.9999999403953552,1.0,"{""seeds"": {""fragment_dropout"": 8020317433422354538, ""fragment_intensity"": 600829614004524486, ""parent"": 17480693559232172897}, ""u_sha256"": ""65b39dd44d7928b7ea5b63dbaf633df64521fd28453f8cc35789071a9bd7d8bd"", ""v"": 0.41518568964925384, ""z_sha256"": ""0923eb0daa1ebf533bd83cb9606eec59daae76c2c393f779ec318ea835e05e90""}",e00b445e6666af6b5ce2c8565acbff30400d988dfb7eee7d50a3012b7c0a65ee
MODERATE,81,PA-H__0371,PA 22:6_22:6,48,174,0.1,7,"[5, 127, 128, 374, 383, 448, 457]",0.14583333333333334,1.0830371379298507,0.2,0.9882084761242226,0.9878919893067768,0.9999999999999992,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 8020317433422354538, ""fragment_intensity"": 600829614004524486, ""parent"": 17480693559232172897}, ""u_sha256"": ""65b39dd44d7928b7ea5b63dbaf633df64521fd28453f8cc35789071a9bd7d8bd"", ""v"": 0.41518568964925384, ""z_sha256"": ""0923eb0daa1ebf533bd83cb9606eec59daae76c2c393f779ec318ea835e05e90""}",fe515428a6776c53a940e42833c61878309ecd8cf440f64c591f9f51778eb68d
MILD,82,PS-H__0036,PS 14:0_20:0,72,745,0.05,1,[226],0.013888888888888888,1.0553888629676562,0.1,0.997245852899599,0.9972572298656575,0.9999999999999998,0.9999999403953552,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 13415929567975134424, ""fragment_intensity"": 8682703983627640789, ""parent"": 8505035444045208541}, ""u_sha256"": ""e7fb488ccf0e88a1f42a4d4e029a76d5c887c9ae2733e1d8b3af99b09ce56fd2"", ""v"": 0.5538886296765633, ""z_sha256"": ""9bb5c0ee62b81e10d42adfe7a87d0df340db6d6e4ce7b03dba6ee6e7fa332095""}",0131fdfb1165583bd6f48a696933abaf55b876f15865f0701591b90a1d4cc8a8
MODERATE,82,PS-H__0036,PS 14:0_20:0,72,745,0.1,5,"[38, 213, 225, 226, 384]",0.06944444444444445,1.1107777259353127,0.2,0.9891981072503725,0.9891905704547624,1.0,0.9999999403953552,1.0,"{""seeds"": {""fragment_dropout"": 13415929567975134424, ""fragment_intensity"": 8682703983627640789, ""parent"": 8505035444045208541}, ""u_sha256"": ""e7fb488ccf0e88a1f42a4d4e029a76d5c887c9ae2733e1d8b3af99b09ce56fd2"", ""v"": 0.5538886296765633, ""z_sha256"": ""9bb5c0ee62b81e10d42adfe7a87d0df340db6d6e4ce7b03dba6ee6e7fa332095""}",99734273198223ec5597e103fbcd50088ad2bc8d5709ac08f3461e2295d05e5b
MILD,83,PS-H__0037,PS 14:0_20:1,70,743,0.05,4,"[0, 381, 389, 390]",0.05714285714285714,0.9813685555944814,0.1,0.9744504775576265,0.971445266447152,1.0,0.9999999403953552,1.0,"{""seeds"": {""fragment_dropout"": 2204992945932489232, ""fragment_intensity"": 9621389653884047681, ""parent"": 5764114445658088059}, ""u_sha256"": ""2ed751ebdde5f9301d464edc9eadcff615a33c8163c5bc7066f17ae14238ed8b"", ""v"": -0.1863144440551856, ""z_sha256"": ""0fc9c5d2b200aea803d50887d178a9dac4088ade0fda92f330f8bace7d012ce0""}",e263c172cb4fc1b12152563ee8e236468c4e7cd74f38e3f704530ba184a96bb5
MODERATE,83,PS-H__0037,PS 14:0_20:1,70,743,0.1,8,"[0, 5, 224, 322, 380, 381, 389, 390]",0.11428571428571428,0.9627371111889629,0.2,0.9309314912403148,0.9227537562397791,1.0,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 2204992945932489232, ""fragment_intensity"": 9621389653884047681, ""parent"": 5764114445658088059}, ""u_sha256"": ""2ed751ebdde5f9301d464edc9eadcff615a33c8163c5bc7066f17ae14238ed8b"", ""v"": -0.1863144440551856, ""z_sha256"": ""0fc9c5d2b200aea803d50887d178a9dac4088ade0fda92f330f8bace7d012ce0""}",4066f051738b069e4a805ff13bb05aa7866c182b2fd1c2b660606cef3d3895b7
MILD,84,PS-H__0042,PS 14:0_22:0,70,420,0.05,5,"[39, 49, 226, 438, 499]",0.07142857142857142,1.0253724756932412,0.1,0.9856985736615608,0.9773402444228914,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 15958741856316429511, ""fragment_intensity"": 12943356126051070829, ""parent"": 18182364897430945304}, ""u_sha256"": ""fe6604b6adecc51dadc00d4950ef1b85e06540a2a1a09a034be184cd4b67e0cc"", ""v"": 0.2537247569324128, ""z_sha256"": ""6789d57bd0eaa9ea6cd2b377f8af6c1a2bce0bf51eddf495805f36b64ad52891""}",d8ac627040501d02542509eb82ea591b5d9ec1585895eb221cb0597579c31cda
MODERATE,84,PS-H__0042,PS 14:0_22:0,70,420,0.1,8,"[39, 49, 50, 213, 226, 438, 499, 508]",0.11428571428571428,1.0507449513864826,0.2,0.9829307691989818,0.975305457708865,0.9999999999999996,1.0,1.0,"{""seeds"": {""fragment_dropout"": 15958741856316429511, ""fragment_intensity"": 12943356126051070829, ""parent"": 18182364897430945304}, ""u_sha256"": ""fe6604b6adecc51dadc00d4950ef1b85e06540a2a1a09a034be184cd4b67e0cc"", ""v"": 0.2537247569324128, ""z_sha256"": ""6789d57bd0eaa9ea6cd2b377f8af6c1a2bce0bf51eddf495805f36b64ad52891""}",c2bb66955b29a3cd456a3e108382995def607634d7d5010911689a970c39d493
MILD,85,PS-H__0043,PS 14:0_22:1,71,774,0.05,3,"[192, 417, 423]",0.04225352112676056,1.0240261757704627,0.1,0.99950284524057,0.9989730644040619,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 13538912473634723939, ""fragment_intensity"": 7530421503326912093, ""parent"": 8563642965228434982}, ""u_sha256"": ""029c69d11751f4eda3ac327c2b2ec1a235e9e003842b96617d10d74e7bc42b20"", ""v"": 0.2402617577046262, ""z_sha256"": ""38469100eb0f19df05f57ea05c94821170d8c5ecd57fe0b9006a923dd4262243""}",6b1dac1fc85b6deb0561e91f3401b8d828d6e50d1662d8f9242cbe3d94ed3ece
MODERATE,85,PS-H__0043,PS 14:0_22:1,71,774,0.1,9,"[2, 189, 192, 205, 223, 417, 423, 503, 778]",0.1267605633802817,1.0480523515409252,0.2,0.980615488425528,0.9341954252375679,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 13538912473634723939, ""fragment_intensity"": 7530421503326912093, ""parent"": 8563642965228434982}, ""u_sha256"": ""029c69d11751f4eda3ac327c2b2ec1a235e9e003842b96617d10d74e7bc42b20"", ""v"": 0.2402617577046262, ""z_sha256"": ""38469100eb0f19df05f57ea05c94821170d8c5ecd57fe0b9006a923dd4262243""}",34eb2e79586bad6f976797051177208199c4cb3b9158b98cdca9d8ea335b0d15
MILD,86,PS-H__0044,PS 14:0_22:2,70,771,0.05,5,"[1, 4, 6, 411, 777]",0.07142857142857142,0.9181292778366253,0.1,0.9976680080213903,0.9861717918088589,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 17002016186002653372, ""fragment_intensity"": 198692222164896563, ""parent"": 15139966277714617575}, ""u_sha256"": ""a067bae6e2b29eaeb7c19ec5515100f8033113c04d3e724c4618b4bbdb242750"", ""v"": -0.8187072216337461, ""z_sha256"": ""783fc24c8cf7e3f5df4aba75eda999e735c505bd24413711098ec7e4125b197d""}",1bb0e7a24d182eba91fc43a645751189903cb9d5e311e2a5313c21eedae7caf8
MODERATE,86,PS-H__0044,PS 14:0_22:2,70,771,0.1,11,"[1, 4, 6, 189, 214, 224, 411, 487, 500, 773, 777]",0.15714285714285714,0.8362585556732508,0.2,0.992022973065917,0.9521738947138609,0.9999999999999992,1.0,0.9999998807907104,"{""seeds"": {""fragment_dropout"": 17002016186002653372, ""fragment_intensity"": 198692222164896563, ""parent"": 15139966277714617575}, ""u_sha256"": ""a067bae6e2b29eaeb7c19ec5515100f8033113c04d3e724c4618b4bbdb242750"", ""v"": -0.8187072216337461, ""z_sha256"": ""783fc24c8cf7e3f5df4aba75eda999e735c505bd24413711098ec7e4125b197d""}",d84da29ad43c9af9813200f3a598c164f7dfb6b8cd616900d9a6dac266cab0f2
MILD,87,PS-H__0045,PS 14:0_22:3,71,769,0.05,3,"[4, 412, 490]",0.04225352112676056,1.0849928705608345,0.1,0.9996150468816718,0.9979267097231026,0.9999999999999999,0.9999999403953552,1.0,"{""seeds"": {""fragment_dropout"": 14884093461318587179, ""fragment_intensity"": 6105271076469337199, ""parent"": 17804418546492030553}, ""u_sha256"": ""a36b45b317bb086e43eb6175245d9739e18a7ea88c666f0f1748a72d89950002"", ""v"": 0.8499287056083444, ""z_sha256"": ""b841740eb130db7f493bc008a0134ccaf5e46ac5e6f0874d608b6590ad6a0f71""}",0a1e6044f592b8e234a3590d68d00b4c88057ac840f0d046b8c1ffae9e61a964
MODERATE,87,PS-H__0045,PS 14:0_22:3,71,769,0.1,5,"[4, 222, 223, 412, 490]",0.07042253521126761,1.169985741121669,0.2,0.9985203667961814,0.9913236753584593,0.9999999999999999,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 14884093461318587179, ""fragment_intensity"": 6105271076469337199, ""parent"": 17804418546492030553}, ""u_sha256"": ""a36b45b317bb086e43eb6175245d9739e18a7ea88c666f0f1748a72d89950002"", ""v"": 0.8499287056083444, ""z_sha256"": ""b841740eb130db7f493bc008a0134ccaf5e46ac5e6f0874d608b6590ad6a0f71""}",b0c16a35796fbdc8ad4196fec1dceec1e8f5314f96e956f9cf215ec689af5443
MILD,88,PS-H__0046,PS 14:0_22:4,75,767,0.05,4,"[2, 5, 50, 182]",0.05333333333333334,0.9100078858048044,0.1,0.9947441868223277,0.9958081168102165,0.9999999999999999,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 5580112272518895298, ""fragment_intensity"": 15968592391882140429, ""parent"": 16735389453613401346}, ""u_sha256"": ""c04cc94dbb4c163eef834cc1f0f30a9c13ac975d76cee17c39a340646ebe0906"", ""v"": -0.8999211419519555, ""z_sha256"": ""7fe2e153269122097b07585dbd2b42cf3d5417ee96fcb482c212d04080d56885""}",5149e9941be0cfc7156e8df5a7b0e75d2baa5c4ffcf0e366f65d32a35d24cbd4
MODERATE,88,PS-H__0046,PS 14:0_22:4,75,767,0.1,8,"[2, 5, 50, 139, 182, 205, 211, 214]",0.10666666666666667,0.8200157716096089,0.2,0.9541246012654403,0.8759504553863643,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 5580112272518895298, ""fragment_intensity"": 15968592391882140429, ""parent"": 16735389453613401346}, ""u_sha256"": ""c04cc94dbb4c163eef834cc1f0f30a9c13ac975d76cee17c39a340646ebe0906"", ""v"": -0.8999211419519555, ""z_sha256"": ""7fe2e153269122097b07585dbd2b42cf3d5417ee96fcb482c212d04080d56885""}",5b5cff3d03af51c8e1cf729b18268459c6580286a0a2a3d82941fc8fb9c06bea
MILD,89,PS-H__0058,PS 16:0_18:0,73,745,0.05,3,"[300, 311, 748]",0.0410958904109589,1.0038032066234295,0.1,0.9931637689670539,0.9931607601635967,0.9999999999999996,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 5180730331017622032, ""fragment_intensity"": 148258812262751010, ""parent"": 8555115740745902948}, ""u_sha256"": ""66a955a2a5c91715119bd779f3eeac7726c57d84d57a111af99432ec5fe847da"", ""v"": 0.038032066234294115, ""z_sha256"": ""23e2eff63f6a9d50127dc5ae8f6ce3411baa7b000978c50d90fea79f014b5267""}",47a4bbc7a32df4319b81d3f14c6bfe167f4506ff9798548df26a31f3a5c2601b
MODERATE,89,PS-H__0058,PS 16:0_18:0,73,745,0.1,5,"[79, 248, 300, 311, 748]",0.0684931506849315,1.0076064132468587,0.2,0.971890093850709,0.971876554559691,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 5180730331017622032, ""fragment_intensity"": 148258812262751010, ""parent"": 8555115740745902948}, ""u_sha256"": ""66a955a2a5c91715119bd779f3eeac7726c57d84d57a111af99432ec5fe847da"", ""v"": 0.038032066234294115, ""z_sha256"": ""23e2eff63f6a9d50127dc5ae8f6ce3411baa7b000978c50d90fea79f014b5267""}",f3562659c8f9757ea1eda7b0dcd015f2d5e035b64bb4d9a377d83d6726d69838
MILD,90,PS-H__0059,PS 16:0_18:1,71,743,0.05,5,"[79, 126, 130, 251, 257]",0.07042253521126761,1.0187512797904132,0.1,0.9969821036285905,0.996976591074179,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 16204003133860187257, ""fragment_intensity"": 1435339185218721917, ""parent"": 15523099303428551233}, ""u_sha256"": ""8b1e3bc01c4c3adc0bb78035699e4d8e3196b9186f1315d1d1da7952b027e5db"", ""v"": 0.18751279790413156, ""z_sha256"": ""04c0fd2799783d7117fcaf20b2cbb36e9fe58195f6d9aab761e73385bdaa8ba9""}",ed1e04e167d1490db3ae01d8086b3254e4142395fa0d4081b9fbd98dd3c6e829
MODERATE,90,PS-H__0059,PS 16:0_18:1,71,743,0.1,7,"[70, 79, 126, 130, 251, 257, 300]",0.09859154929577464,1.0375025595808263,0.2,0.9879544430657154,0.9879311418918257,0.9999999999999996,1.0,1.0,"{""seeds"": {""fragment_dropout"": 16204003133860187257, ""fragment_intensity"": 1435339185218721917, ""parent"": 15523099303428551233}, ""u_sha256"": ""8b1e3bc01c4c3adc0bb78035699e4d8e3196b9186f1315d1d1da7952b027e5db"", ""v"": 0.18751279790413156, ""z_sha256"": ""04c0fd2799783d7117fcaf20b2cbb36e9fe58195f6d9aab761e73385bdaa8ba9""}",693cbc24a84b1a1bae4021428656b499326e59dc2513fd35773c7cb8bf5d7cf4
MILD,91,PS-H__0060,PS 16:0_18:2,71,741,0.05,1,[743],0.014084507042253521,1.0472871463445512,0.1,0.9909957638739514,0.9909543060351641,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 12625991419984960309, ""fragment_intensity"": 10431962360741350786, ""parent"": 9807186878826116841}, ""u_sha256"": ""6c73c75b04a75a7417421f7aa737021490c60f0520fc9f79c1520555a6af9f9f"", ""v"": 0.4728714634455131, ""z_sha256"": ""0b43d2353a586d95e082ad2bd870618b3d4ebfc162952fb0685137ee7aa185d5""}",24badf108638b49c6e544e87b86ac4625e8e1e5aec869f8da97693051414d131
MODERATE,91,PS-H__0060,PS 16:0_18:2,71,741,0.1,5,"[1, 5, 123, 243, 743]",0.07042253521126761,1.0945742926891027,0.2,0.9487022972338901,0.9481555474678959,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 12625991419984960309, ""fragment_intensity"": 10431962360741350786, ""parent"": 9807186878826116841}, ""u_sha256"": ""6c73c75b04a75a7417421f7aa737021490c60f0520fc9f79c1520555a6af9f9f"", ""v"": 0.4728714634455131, ""z_sha256"": ""0b43d2353a586d95e082ad2bd870618b3d4ebfc162952fb0685137ee7aa185d5""}",ebc588bb0a3dfe26f01f9b4b840117f1a5ea1dcb7a6a65c61da262306d9e7de1
MILD,92,PS-H__0062,PS 16:0_20:0,79,778,0.05,4,"[80, 384, 785, 788]",0.05063291139240506,1.0166646654250455,0.1,0.9977885826350912,0.9977837226649846,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14061988970403294154, ""fragment_intensity"": 8355121052990500863, ""parent"": 7385604245710205654}, ""u_sha256"": ""21faafee039916c8add58c6dfe78c675af8cfb72ef2fecdd8fa01cfe52d0c237"", ""v"": 0.166646654250455, ""z_sha256"": ""5173d04d2dcb3695c11243e86e3e5fb3390dc2ae6007db56fc119b5545d035dc""}",93530af27cba32b168f9aded7e2738712c25aef9c8820a801a97b19f98f9ce85
MODERATE,92,PS-H__0062,PS 16:0_20:0,79,778,0.1,6,"[80, 384, 781, 783, 785, 788]",0.0759493670886076,1.033329330850091,0.2,0.9914499763435921,0.9914336237848311,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14061988970403294154, ""fragment_intensity"": 8355121052990500863, ""parent"": 7385604245710205654}, ""u_sha256"": ""21faafee039916c8add58c6dfe78c675af8cfb72ef2fecdd8fa01cfe52d0c237"", ""v"": 0.166646654250455, ""z_sha256"": ""5173d04d2dcb3695c11243e86e3e5fb3390dc2ae6007db56fc119b5545d035dc""}",e2526dd2c54318f30811a21d3f685e92136db61862918876b924f04fba1ed9d1
MILD,93,PS-H__0063,PS 16:0_20:1,78,774,0.05,4,"[164, 247, 323, 385]",0.05128205128205128,0.9408766821318821,0.1,0.9884911165835649,0.9883601565308188,0.9999999999999999,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 16298123367183573935, ""fragment_intensity"": 3544531434154681743, ""parent"": 11957640083445514365}, ""u_sha256"": ""6daac2fb303037f80ee5217ab542da5e178e7c0f2f2e5fd8436cca1eaa29623a"", ""v"": -0.5912331786811782, ""z_sha256"": ""3f9395b6e5c62630461ca6b7c8e38798196b798a8f0a2c0e755778c3fbc6224f""}",d3c406414fd226e3be6e2dc121bf9947708eb52e26926856b279e3629877a788
MODERATE,93,PS-H__0063,PS 16:0_20:1,78,774,0.1,6,"[164, 246, 247, 321, 323, 385]",0.07692307692307693,0.8817533642637644,0.2,0.9550188830900567,0.9546767234588923,0.9999999999999998,1.0,0.9999998807907104,"{""seeds"": {""fragment_dropout"": 16298123367183573935, ""fragment_intensity"": 3544531434154681743, ""parent"": 11957640083445514365}, ""u_sha256"": ""6daac2fb303037f80ee5217ab542da5e178e7c0f2f2e5fd8436cca1eaa29623a"", ""v"": -0.5912331786811782, ""z_sha256"": ""3f9395b6e5c62630461ca6b7c8e38798196b798a8f0a2c0e755778c3fbc6224f""}",e65d81f61756a38999ca45e4cf2439bdd8ee1a96b55b3f30709e4173f577dcd9
MILD,94,PS-H__0064,PS 16:0_20:2,76,771,0.05,3,"[159, 248, 375]",0.039473684210526314,0.90483333178233,0.1,0.9990189881850522,0.9992039437145754,0.9999999999999998,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 17630364654266145572, ""fragment_intensity"": 16765207582235205306, ""parent"": 5976413096603268784}, ""u_sha256"": ""1e6790e6c47eb4db9f8c1bc6262379bbb5ebe43d04b696f9015d22bc9dedddb3"", ""v"": -0.9516666821766995, ""z_sha256"": ""0d9ab62aa2dfc900c4d6d51eee94827c99b70050e960e36238152101984b3646""}",a24d7e5d39f555a69f55f62351f0385db4bdde3e4da15e3d7eb752254472957f
MODERATE,94,PS-H__0064,PS 16:0_20:2,76,771,0.1,9,"[5, 73, 80, 158, 159, 248, 323, 375, 376]",0.11842105263157894,0.8096666635646601,0.2,0.9939089055505749,0.994569812076073,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 17630364654266145572, ""fragment_intensity"": 16765207582235205306, ""parent"": 5976413096603268784}, ""u_sha256"": ""1e6790e6c47eb4db9f8c1bc6262379bbb5ebe43d04b696f9015d22bc9dedddb3"", ""v"": -0.9516666821766995, ""z_sha256"": ""0d9ab62aa2dfc900c4d6d51eee94827c99b70050e960e36238152101984b3646""}",2e19fb2a45e54eb63be0237095256792c32c87ae354e6eb80c5452fbd27bee7e
MILD,95,PS-H__0065,PS 16:0_20:3,76,769,0.05,2,"[317, 770]",0.02631578947368421,1.012902999670458,0.1,0.9752568193995778,0.9467245418650847,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 13047802715431340393, ""fragment_intensity"": 15608849862358291927, ""parent"": 1435236795222600932}, ""u_sha256"": ""08bbe64f4372ca2b26ca20769b365a40532cdcf8ee2a410425d6e6b83133c4d1"", ""v"": 0.12902999670458049, ""z_sha256"": ""9b8c6c51671e6c35daf5e39e8fa298c44bde6b7cd396adcdbdf9fe3d41f379f8""}",d4dd3fee7e31ea9d8fd27e85db5403869b5a7616b13d4babdd7d56b8adf25a49
MODERATE,95,PS-H__0065,PS 16:0_20:3,76,769,0.1,7,"[154, 155, 313, 317, 322, 363, 770]",0.09210526315789473,1.025805999340916,0.2,0.9727874710330923,0.941723623582932,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 13047802715431340393, ""fragment_intensity"": 15608849862358291927, ""parent"": 1435236795222600932}, ""u_sha256"": ""08bbe64f4372ca2b26ca20769b365a40532cdcf8ee2a410425d6e6b83133c4d1"", ""v"": 0.12902999670458049, ""z_sha256"": ""9b8c6c51671e6c35daf5e39e8fa298c44bde6b7cd396adcdbdf9fe3d41f379f8""}",64ce8d40601ac7591c106d4b15b989d47523b01bd601a3da7175fccf7de6d725
MILD,96,PS-H__0066,PS 16:0_20:4,79,767,0.05,2,"[5, 244]",0.02531645569620253,0.9860549427710884,0.1,0.9996317812420726,0.9984946725262197,0.9999999999999997,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 13582973192140097338, ""fragment_intensity"": 1849552133244757424, ""parent"": 18373025398222054172}, ""u_sha256"": ""611010aaef27ce11caf7f05da06a6bdb9e8187d654f8fbc49258164120b40787"", ""v"": -0.13945057228911595, ""z_sha256"": ""caa278323bbe82c732ba69ec45f9b19892dab23edbceda67197e356cff622ced""}",c5d4be4cb60f8b9cf233d1f6a7b9a201fec439fc6d3dec5fee23111decec8a7f
MODERATE,96,PS-H__0066,PS 16:0_20:4,79,767,0.1,5,"[5, 244, 303, 359, 363]",0.06329113924050633,0.9721098855421768,0.2,0.9984444925238298,0.9936224244518991,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 13582973192140097338, ""fragment_intensity"": 1849552133244757424, ""parent"": 18373025398222054172}, ""u_sha256"": ""611010aaef27ce11caf7f05da06a6bdb9e8187d654f8fbc49258164120b40787"", ""v"": -0.13945057228911595, ""z_sha256"": ""caa278323bbe82c732ba69ec45f9b19892dab23edbceda67197e356cff622ced""}",0c447de36f6105013aaa6b73e57ad3bd80294a5939a34c5b5f24d73f3c5ddef9
MILD,97,PS-H__0067,PS 16:0_20:5,70,229,0.05,2,"[5, 352]",0.02857142857142857,1.06833738596112,0.1,0.9965279795404323,0.9946873370276684,1.0,0.9999999403953552,1.0,"{""seeds"": {""fragment_dropout"": 4246921968534803281, ""fragment_intensity"": 1359028377785926776, ""parent"": 4245369401559217936}, ""u_sha256"": ""c299d92b7651f5d913d675b50e1af5df35c0126ca8b4fd1da9d48bed7da54e7c"", ""v"": 0.6833738596112, ""z_sha256"": ""9eebc2eca2b451fccfb777ea282dd34d572286b846f72c677ff0e806b79b46f1""}",f98caa01db0ddda2539c84e4a3a05933168b2f43f22bc40b9fe44820ba79d958
